Material,Material_Condition,pH,Time_days,Cumulative_Release_mg_m2,Cement_Type,Form_Type,Stat_Measure,Material_encoded,Cement_Type_encoded,Form_Type_encoded,Stat_Measure_encoded,log_Time,log_pH,sqrt_Time,sqrt_pH,pH_squared,pH_cubed,Time_squared,Time_pH_interaction,log_Time_pH,Material_pH_interaction,Material_Time_interaction,pH_normalized,Time_normalized,Alkalinity_index,Reactivity_score,Leaching_potential,Material_group,log_Release,Cement_Content,Additives_Count
Ba,"Mortar CEM II/A-V 17% FA + Cr reduction(M,2,1)",3.0,11.64,2.25,CEM_II,Mortar,Unknown,2,1,1,5,2.5368663887187113,1.0986122886681098,3.411744421846396,1.7320508075688772,9.0,27.0,135.48960000000002,34.92,7.610599166156134,6.0,23.28,-0.6258746306174745,-0.06102005548301479,-4.0,7.610599166156134,30.705699796617566,2,1.1786549963416462,80,1
Ba,"Mortar CEM II/A-V 17% FA + Cr reduction(M,2,1)",4.0,11.65,4.0,CEM_II,Mortar,Unknown,2,1,1,5,2.5376572151735295,1.3862943611198906,3.4132096331752027,2.0,16.0,64.0,135.7225,46.6,10.150628860694118,8.0,23.3,-0.30339358055059723,-0.059335524832886045,-3.0,10.150628860694118,54.61135413080324,2,1.6094379124341003,80,1
Ba,"Mortar CEM II/A-V 17% FA + Cr reduction(M,2,1)",5.0,11.67,9.0,CEM_II,Mortar,Unknown,2,1,1,5,2.5392369943330477,1.6094379124341003,3.4161381705077445,2.23606797749979,25.0,125.0,136.1889,58.35,12.69618497166524,10.0,23.34,0.019087469516280108,-0.05596646353262856,-2.0,12.69618497166524,85.40345426269361,2,2.302585092994046,80,1
Ba,"Mortar CEM II/A-V 17% FA + Cr reduction(M,2,1)",6.0,11.64,16.0,CEM_II,Mortar,Unknown,2,1,1,5,2.5368663887187113,1.791759469228055,3.411744421846396,2.449489742783178,36.0,216.0,135.48960000000002,69.84,15.221198332312268,12.0,23.28,0.3415685195831574,-0.06102005548301479,-1.0,15.221198332312268,122.82279918647026,2,2.833213344056216,80,1
Ba,"Mortar CEM II/A-V 17% FA + Cr reduction(M,2,1)",7.0,11.65,36.0,CEM_II,Mortar,Unknown,2,1,1,5,2.5376572151735295,1.9459101490553132,3.4132096331752027,2.6457513110645907,49.0,343.0,135.7225,81.55,17.763600506214708,14.0,23.3,0.6640495696500348,-0.059335524832886045,0.0,17.763600506214708,167.24727202558492,2,3.6109179126442243,80,1
Ba,"Mortar CEM II/A-V 17% FA + Cr reduction(M,2,1)",8.0,11.37,64.0,CEM_II,Mortar,Unknown,2,1,1,5,2.5152741864043966,2.0794415416798357,3.371943060017473,2.8284271247461903,64.0,512.0,129.27689999999998,90.96,20.122193491235173,16.0,22.74,0.9865306197169121,-0.10650238303649205,1.0,20.122193491235173,215.80435584111828,2,4.174387269895637,80,1
Ba,"Mortar CEM III/B 32.5 N 66% GBFS(M,1,1)",1.0,11.37,0.25,CEM_III,Mortar,Unknown,2,2,1,5,2.5152741864043966,0.0,3.371943060017473,1.0,1.0,1.0,129.27689999999998,11.37,2.5152741864043966,2.0,22.74,-1.2708367307512292,-0.10650238303649205,-6.0,2.5152741864043966,3.371943060017473,2,0.22314355131420976,80,1
Ba,"Mortar CEM III/B 32.5 N 66% GBFS(M,1,1)",2.0,11.26,1.0,CEM_III,Mortar,Unknown,2,2,1,5,2.506341930508065,0.6931471805599453,3.3555923471125033,1.4142135623730951,4.0,8.0,126.7876,22.52,5.01268386101613,4.0,22.52,-0.9483556806843518,-0.12503222018790852,-5.0,5.01268386101613,13.422369388450013,2,0.6931471805599453,80,1
Ba,"Mortar CEM III/B 32.5 N 66% GBFS(M,1,1)",3.0,11.32,2.25,CEM_III,Mortar,Unknown,2,2,1,5,2.511223958105374,1.0986122886681098,3.3645207682521443,1.7320508075688772,9.0,27.0,128.1424,33.96,7.533671874316122,6.0,22.64,-0.6258746306174745,-0.11492503628713577,-4.0,7.533671874316122,30.2806869142693,2,1.1786549963416462,80,1
Ba,"Mortar CEM III/B 32.5 N 66% GBFS(M,1,1)",4.0,11.18,4.0,CEM_III,Mortar,Unknown,2,2,1,5,2.4997952622817508,1.3862943611198906,3.3436506994600976,2.0,16.0,64.0,124.99239999999999,44.72,9.999181049127003,8.0,22.36,-0.30339358055059723,-0.13850846538893877,-3.0,9.999181049127003,53.49841119136156,2,1.6094379124341003,80,1
Ba,"Mortar CEM III/B 32.5 N 66% GBFS(M,1,1)",5.0,11.26,9.0,CEM_III,Mortar,Unknown,2,2,1,5,2.506341930508065,1.6094379124341003,3.3555923471125033,2.23606797749979,25.0,125.0,126.7876,56.3,12.531709652540325,10.0,22.52,0.019087469516280108,-0.12503222018790852,-2.0,12.531709652540325,83.88980867781258,2,2.302585092994046,80,1
Ba,"Mortar CEM III/B 32.5 N 66% GBFS(M,1,1)",6.0,11.06,16.0,CEM_III,Mortar,Unknown,2,2,1,5,2.4898941912990393,1.791759469228055,3.3256578296631782,2.449489742783178,36.0,216.0,122.32360000000001,66.36,14.939365147794236,12.0,22.12,0.3415685195831574,-0.15872283319048397,-1.0,14.939365147794236,119.72368186787442,2,2.833213344056216,80,1
Ba,"Mortar CEM III/B 32.5 N 66% GBFS(M,1,1)",7.0,10.86,36.0,CEM_III,Mortar,Unknown,2,2,1,5,2.4731713935695794,1.9459101490553132,3.295451410656816,2.6457513110645907,49.0,343.0,117.93959999999998,76.02,17.312199754987056,14.0,21.72,0.6640495696500348,-0.19241344619305972,0.0,17.312199754987056,161.47711912218398,2,3.6109179126442243,80,1
Ba,"Mortar CEM III/B 32.5 N 66% GBFS(M,1,1)",8.0,10.36,64.0,CEM_III,Mortar,Unknown,2,2,1,5,2.4300984132930052,2.0794415416798357,3.2186953878862163,2.8284271247461903,64.0,512.0,107.32959999999999,82.88,19.440787306344042,16.0,20.72,0.9865306197169121,-0.2766399786994987,1.0,19.440787306344042,205.99650482471785,2,4.174387269895637,80,1
Ba,"Mortar CEM III/B 80% GBFS(M,1,1)",1.0,11.25,0.25,CEM_III,Mortar,Unknown,2,2,1,5,2.505525936990736,0.0,3.3541019662496847,1.0,1.0,1.0,126.5625,11.25,2.505525936990736,2.0,22.5,-1.2708367307512292,-0.12671675083803727,-6.0,2.505525936990736,3.3541019662496847,2,0.22314355131420976,80,1
Ba,"Mortar CEM III/B 80% GBFS(M,1,1)",2.0,11.16,1.0,CEM_III,Mortar,Unknown,2,2,1,5,2.498151876538021,0.6931471805599453,3.340658617698013,1.4142135623730951,4.0,8.0,124.54560000000001,22.32,4.996303753076042,4.0,22.32,-0.9483556806843518,-0.14187752668919626,-5.0,4.996303753076042,13.362634470792052,2,0.6931471805599453,80,1
Ba,"Mortar CEM III/B 80% GBFS(M,1,1)",3.0,11.18,2.25,CEM_III,Mortar,Unknown,2,2,1,5,2.4997952622817508,1.0986122886681098,3.3436506994600976,1.7320508075688772,9.0,27.0,124.99239999999999,33.54,7.499385786845252,6.0,22.36,-0.6258746306174745,-0.13850846538893877,-4.0,7.499385786845252,30.09285629514088,2,1.1786549963416462,80,1
Ba,"Mortar CEM III/B 80% GBFS(M,1,1)",4.0,11.1,4.0,CEM_III,Mortar,Unknown,2,2,1,5,2.4932054526026954,1.3862943611198906,3.331666249791536,2.0,16.0,64.0,123.21,44.4,9.972821810410782,8.0,22.2,-0.30339358055059723,-0.151984710589969,-3.0,9.972821810410782,53.30665999666458,2,1.6094379124341003,80,1
Ba,"Mortar CEM III/B 80% GBFS(M,1,1)",5.0,11.17,9.0,CEM_III,Mortar,Unknown,2,2,1,5,2.498973906999436,1.6094379124341003,3.3421549934136805,2.23606797749979,25.0,125.0,124.7689,55.85,12.494869534997179,10.0,22.34,0.019087469516280108,-0.1401929960390675,-2.0,12.494869534997179,83.55387483534201,2,2.302585092994046,80,1
Ba,"Mortar CEM III/B 80% GBFS(M,1,1)",6.0,10.74,16.0,CEM_III,Mortar,Unknown,2,2,1,5,2.4630018143999504,1.791759469228055,3.277193921634788,2.449489742783178,36.0,216.0,115.3476,64.44,14.778010886399702,12.0,21.48,0.3415685195831574,-0.21262781399460495,-1.0,14.778010886399702,117.97898117885237,2,2.833213344056216,80,1
Ba,"Mortar CEM III/B 80% GBFS(M,1,1)",7.0,10.7,36.0,CEM_III,Mortar,Unknown,2,2,1,5,2.4595888418037104,1.9459101490553132,3.271085446759225,2.6457513110645907,49.0,343.0,114.48999999999998,74.89999999999999,17.217121892625972,14.0,21.4,0.6640495696500348,-0.21936593659512021,0.0,17.217121892625972,160.28318689120204,2,3.6109179126442243,80,1
Ba,"Mortar CEM III/B 80% GBFS(M,1,1)",8.0,10.35,64.0,CEM_III,Mortar,Unknown,2,2,1,5,2.4292177439274116,2.0794415416798357,3.2171415884290826,2.8284271247461903,64.0,512.0,107.12249999999999,82.8,19.433741951419293,16.0,20.7,0.9865306197169121,-0.27832450934962744,1.0,19.433741951419293,205.8970616594613,2,4.174387269895637,80,1
Ba,"Mortar CEM II-L 14% LS(M,1,1)",1.0,12.08,0.08333333333333333,CEM_II,Mortar,Unknown,2,1,1,5,2.5710843460290524,0.0,3.4756294393965534,1.0,1.0,1.0,145.9264,12.08,2.5710843460290524,2.0,24.16,-1.2708367307512292,0.013099293122651396,-6.0,2.5710843460290524,3.4756294393965534,2,0.08004270767353643,80,1
Ba,"Mortar CEM II-L 14% LS(M,1,1)",2.0,12.14,0.3333333333333333,CEM_II,Mortar,Unknown,2,1,1,5,2.5756610130564646,0.6931471805599453,3.4842502780368694,1.4142135623730951,4.0,8.0,147.3796,24.28,5.151322026112929,4.0,24.28,-0.9483556806843518,0.023206477023424155,-5.0,5.151322026112929,13.937001112147477,2,0.2876820724517809,80,1
Ba,"Mortar CEM II-L 14% LS(M,1,1)",3.0,12.27,1.0,CEM_II,Mortar,Unknown,2,1,1,5,2.5855058483441162,1.0986122886681098,3.502855977627399,1.7320508075688772,9.0,27.0,150.5529,36.81,7.756517545032349,6.0,24.54,-0.6258746306174745,0.04510537547509811,-4.0,7.756517545032349,31.52570379864659,2,0.6931471805599453,80,1
Ba,"Mortar CEM II-L 14% LS(M,3,1)",1.0,12.09,0.25,CEM_II,Mortar,Unknown,2,1,1,5,2.5718485799218085,0.0,3.477067730142742,1.0,1.0,1.0,146.1681,12.09,2.5718485799218085,2.0,24.18,-1.2708367307512292,0.01478382377278014,-6.0,2.5718485799218085,3.477067730142742,2,0.22314355131420976,80,1
Ba,"Mortar CEM II-L 14% LS(M,3,1)",2.0,11.94,1.0,CEM_II,Mortar,Unknown,2,1,1,5,2.5603232890727545,0.6931471805599453,3.455430508634199,1.4142135623730951,4.0,8.0,142.56359999999998,23.88,5.120646578145509,4.0,23.88,-0.9483556806843518,-0.010484135979151604,-5.0,5.120646578145509,13.821722034536796,2,0.6931471805599453,80,1
Ba,"Mortar CEM II-L 14% LS(M,3,1)",3.0,11.85,2.25,CEM_II,Mortar,Unknown,2,1,1,5,2.553343811341229,1.0986122886681098,3.442382895611701,1.7320508075688772,9.0,27.0,140.42249999999999,35.55,7.660031434023686,6.0,23.7,-0.6258746306174745,-0.02564491183031059,-4.0,7.660031434023686,30.98144606050531,2,1.1786549963416462,80,1
Ba,"Mortar CEM II-L 14% LS(M,3,1)",4.0,11.7,4.0,CEM_II,Mortar,Unknown,2,1,1,5,2.5416019934645457,1.3862943611198906,3.420526275297414,2.0,16.0,64.0,136.89,46.8,10.166407973858183,8.0,23.4,-0.30339358055059723,-0.050912871582242336,-3.0,10.166407973858183,54.72842040475862,2,1.6094379124341003,80,1
Ba,"Mortar CEM II-L 14% LS(M,3,1)",5.0,11.93,9.083333333333334,CEM_II,Mortar,Unknown,2,1,1,5,2.559550192783766,1.6094379124341003,3.4539832078341086,2.23606797749979,25.0,125.0,142.32489999999999,59.65,12.79775096391883,10.0,23.86,0.019087469516280108,-0.012168666629280346,-2.0,12.79775096391883,86.34958019585271,2,2.310883895808741,80,1
Ba,"Mortar CEM II-L 14% LS(M,3,1)",6.0,11.93,16.0,CEM_II,Mortar,Unknown,2,1,1,5,2.559550192783766,1.791759469228055,3.4539832078341086,2.449489742783178,36.0,216.0,142.32489999999999,71.58,15.357301156702597,12.0,23.86,0.3415685195831574,-0.012168666629280346,-1.0,15.357301156702597,124.34339548202792,2,2.833213344056216,80,1
Ba,"Mortar CEM II-L 14% LS(M,3,1)",7.0,11.88,36.0,CEM_II,Mortar,Unknown,2,1,1,5,2.5556757206762075,1.9459101490553132,3.4467375879228173,2.6457513110645907,49.0,343.0,141.13440000000003,83.16000000000001,17.889730044733454,14.0,23.76,0.6640495696500348,-0.02059131987992406,0.0,17.889730044733454,168.89014180821803,2,3.6109179126442243,80,1
Ba,"Mortar CEM II-L 14% LS(M,3,1)",8.0,11.85,64.0,CEM_II,Mortar,Unknown,2,1,1,5,2.553343811341229,2.0794415416798357,3.442382895611701,2.8284271247461903,64.0,512.0,140.42249999999999,94.8,20.42675049072983,16.0,23.7,0.9865306197169121,-0.02564491183031059,1.0,20.42675049072983,220.31250531914887,2,4.174387269895637,80,1
Ba,"Mortar CEM V/A 32% GBFS+20% FA(M,1,1)",1.0,11.14,0.25,CEM_V,Mortar,Unknown,2,3,1,5,2.4965057856313524,0.0,3.3376638536557275,1.0,1.0,1.0,124.09960000000001,11.14,2.4965057856313524,2.0,22.28,-1.2708367307512292,-0.14524658798945372,-6.0,2.4965057856313524,3.3376638536557275,2,0.22314355131420976,80,1
Ba,"Mortar CEM V/A 32% GBFS+20% FA(M,1,1)",2.0,11.12,1.0,CEM_V,Mortar,Unknown,2,3,1,5,2.4948569806411682,0.6931471805599453,3.334666400106613,1.4142135623730951,4.0,8.0,123.65439999999998,22.24,4.9897139612823365,4.0,22.24,-0.9483556806843518,-0.14861564928971152,-5.0,4.9897139612823365,13.338665600426452,2,0.6931471805599453,80,1
Ba,"Mortar CEM V/A 32% GBFS+20% FA(M,1,1)",3.0,11.02,2.0,CEM_V,Mortar,Unknown,2,3,1,5,2.4865719291070616,1.0986122886681098,3.3196385345395663,1.7320508075688772,9.0,27.0,121.4404,33.06,7.459715787321185,6.0,22.04,-0.6258746306174745,-0.16546095579099926,-4.0,7.459715787321185,29.876746810856098,2,1.0986122886681098,80,1
Ba,"Mortar CEM V/A 32% GBFS+20% FA(M,2,2)",1.0,11.49,0.25,CEM_V,Mortar,Unknown,2,3,1,5,2.5249283241374862,0.0,3.3896902513356584,1.0,1.0,1.0,132.0201,11.49,2.5249283241374862,2.0,22.98,-1.2708367307512292,-0.08628801523494653,-6.0,2.5249283241374862,3.3896902513356584,2,0.22314355131420976,80,1
Ba,"Mortar CEM V/A 32% GBFS+20% FA(M,2,2)",2.0,11.36,1.0,CEM_V,Mortar,Unknown,2,3,1,5,2.514465452029545,0.6931471805599453,3.370459909270543,1.4142135623730951,4.0,8.0,129.0496,22.72,5.02893090405909,4.0,22.72,-0.9483556806843518,-0.10818691368662078,-5.0,5.02893090405909,13.481839637082173,2,0.6931471805599453,80,1
Ba,"Mortar CEM V/A 32% GBFS+20% FA(M,2,2)",3.0,11.43,2.25,CEM_V,Mortar,Unknown,2,3,1,5,2.5201129055226197,1.0986122886681098,3.380828300875393,1.7320508075688772,9.0,27.0,130.6449,34.29,7.560338716567859,6.0,22.86,-0.6258746306174745,-0.09639519913571928,-4.0,7.560338716567859,30.42745470787854,2,1.1786549963416462,80,1
Ba,"Mortar CEM V/A 32% GBFS+20% FA(M,2,2)",4.0,11.39,4.0,CEM_V,Mortar,Unknown,2,3,1,5,2.516889695641051,1.3862943611198906,3.374907406137241,2.0,16.0,64.0,129.7321,45.56,10.067558782564204,8.0,22.78,-0.30339358055059723,-0.10313332173623427,-3.0,10.067558782564204,53.99851849819586,2,1.6094379124341003,80,1
Ba,"Mortar CEM V/A 32% GBFS+20% FA(M,2,2)",5.0,11.35,9.0,CEM_V,Mortar,Unknown,2,3,1,5,2.513656063073986,1.6094379124341003,3.3689761055846033,2.23606797749979,25.0,125.0,128.8225,56.75,12.56828031536993,10.0,22.7,0.019087469516280108,-0.10987144433674953,-2.0,12.56828031536993,84.22440263961508,2,2.302585092994046,80,1
Ba,"Mortar CEM V/A 32% GBFS+20% FA(M,2,2)",6.0,11.25,16.0,CEM_V,Mortar,Unknown,2,3,1,5,2.505525936990736,1.791759469228055,3.3541019662496847,2.449489742783178,36.0,216.0,126.5625,67.5,15.033155621944417,12.0,22.5,0.3415685195831574,-0.12671675083803727,-1.0,15.033155621944417,120.74767078498866,2,2.833213344056216,80,1
Ba,"Mortar CEM V/A 32% GBFS+20% FA(M,2,2)",7.0,11.16,36.0,CEM_V,Mortar,Unknown,2,3,1,5,2.498151876538021,1.9459101490553132,3.340658617698013,2.6457513110645907,49.0,343.0,124.54560000000001,78.12,17.487063135766146,14.0,22.32,0.6640495696500348,-0.14187752668919626,0.0,17.487063135766146,163.69227226720264,2,3.6109179126442243,80,1
Ba,"Mortar CEM V/A 32% GBFS+20% FA(M,2,2)",8.0,10.79,64.0,CEM_V,Mortar,Unknown,2,3,1,5,2.4672517145492794,2.0794415416798357,3.2848135411313684,2.8284271247461903,64.0,512.0,116.42409999999998,86.32,19.738013716394235,16.0,21.58,0.9865306197169121,-0.20420516074396122,1.0,19.738013716394235,210.22806663240758,2,4.174387269895637,80,1
Ba,"Sewage sludge municipal F EU(M,1,1)",1.0,11.57,0.25,Unknown,Sewage_Sludge,Unknown,2,4,2,5,2.531313022602156,0.0,3.4014702703389896,1.0,1.0,1.0,133.8649,11.57,2.531313022602156,2.0,23.14,-1.2708367307512292,-0.07281177003391628,-6.0,2.531313022602156,3.4014702703389896,2,0.22314355131420976,80,1
Ba,"Sewage sludge municipal F EU(M,1,1)",2.0,11.42,1.0,Unknown,Sewage_Sludge,Unknown,2,4,2,5,2.519308076505333,0.6931471805599453,3.37934904974316,1.4142135623730951,4.0,8.0,130.4164,22.84,5.038616153010666,4.0,22.84,-0.9483556806843518,-0.09807972978584803,-5.0,5.038616153010666,13.51739619897264,2,0.6931471805599453,80,1
Ba,"Sewage sludge municipal F EU(M,1,1)",3.0,11.63,2.25,Unknown,Sewage_Sludge,Unknown,2,4,2,5,2.5360749363624,1.0986122886681098,3.410278580995987,1.7320508075688772,9.0,27.0,135.25690000000003,34.89,7.608224809087199,6.0,23.26,-0.6258746306174745,-0.06270458613314353,-4.0,7.608224809087199,30.69250722896388,2,1.1786549963416462,80,1
Ba,"Sewage sludge municipal F EU(M,1,1)",4.0,11.54,4.0,Unknown,Sewage_Sludge,Unknown,2,4,2,5,2.5289235352047745,1.3862943611198906,3.3970575502926055,2.0,16.0,64.0,133.17159999999998,46.16,10.115694140819098,8.0,23.08,-0.30339358055059723,-0.07786536198430281,-3.0,10.115694140819098,54.35292080468169,2,1.6094379124341003,80,1
Ba,"Sewage sludge municipal F EU(M,1,1)",5.0,11.63,9.0,Unknown,Sewage_Sludge,Unknown,2,4,2,5,2.5360749363624,1.6094379124341003,3.410278580995987,2.23606797749979,25.0,125.0,135.25690000000003,58.150000000000006,12.680374681812,10.0,23.26,0.019087469516280108,-0.06270458613314353,-2.0,12.680374681812,85.25696452489967,2,2.302585092994046,80,1
Ba,"Sewage sludge municipal F EU(M,1,1)",6.0,11.59,16.0,Unknown,Sewage_Sludge,Unknown,2,4,2,5,2.532902848056256,1.791759469228055,3.40440890610984,2.449489742783178,36.0,216.0,134.3281,69.53999999999999,15.197417088337534,12.0,23.18,0.3415685195831574,-0.0694427087336588,-1.0,15.197417088337534,122.55872061995424,2,2.833213344056216,80,1
Ba,"Sewage sludge municipal F EU(M,1,1)",7.0,11.59,36.0,Unknown,Sewage_Sludge,Unknown,2,4,2,5,2.532902848056256,1.9459101490553132,3.40440890610984,2.6457513110645907,49.0,343.0,134.3281,81.13,17.73031993639379,14.0,23.18,0.6640495696500348,-0.0694427087336588,0.0,17.73031993639379,166.81603639938217,2,3.6109179126442243,80,1
Ba,"Sewage sludge municipal F EU(M,1,1)",8.0,11.46,64.0,Unknown,Sewage_Sludge,Unknown,2,4,2,5,2.522523513359307,2.0794415416798357,3.3852621759621515,2.8284271247461903,64.0,512.0,131.3316,91.68,20.180188106874457,16.0,22.92,0.9865306197169121,-0.09134160718533277,1.0,20.180188106874457,216.6567792615777,2,4.174387269895637,80,1
Br,"Cement concrete statistics Monolith-[CL-](M,1,1)",12.08,0.08,1.0833333333333333,Unknown,Concrete,CL_Minus,3,4,0,0,0.07696104113612832,2.4915511925066687,0.282842712474619,3.4756294393965534,145.9264,1762.790912,0.0064,0.9664,0.9296893769244302,36.24,0.24,2.3022533039897715,-2.0083374870318833,5.08,0.9296893769244302,41.274218797656246,3,0.7339691750802004,80,1
Br,"Cement concrete statistics Monolith-[CL-](M,1,1)",11.91,1.0,2.1666666666666665,Unknown,Concrete,CL_Minus,3,4,0,0,0.6931471805599453,2.477378383367209,1.0,3.4510867853474796,141.84810000000002,1689.410871,1.0,11.91,8.255382920468948,35.730000000000004,3.0,2.2474315254784023,-1.8533606672200356,4.91,8.255382920468948,141.84810000000002,3,1.1526795099383853,80,1
Br,"Cement concrete statistics Monolith-[CL-](M,1,1)",11.84,2.25,3.25,Unknown,Concrete,CL_Minus,3,4,0,0,1.1786549963416462,2.4714836294558595,1.5,3.4409301068170506,140.1856,1659.797504,5.0625,26.64,13.95527515668509,35.519999999999996,6.75,2.224857851973721,-1.6427943359539383,4.84,13.95527515668509,210.27839999999998,3,1.4469189829363254,80,1
Br,"Cement concrete statistics Monolith-[CL-](M,1,1)",11.67,4.0,4.333333333333333,Unknown,Concrete,CL_Minus,3,4,0,0,1.6094379124341003,2.4570214462984645,2.0,3.4161381705077445,136.1889,1589.324463,16.0,46.68,18.78214043810595,35.01,12.0,2.170036073462352,-1.348001472181402,4.67,18.78214043810595,272.3778,3,1.6739764335716716,80,1
Br,"Cement concrete statistics Monolith-[CL-](M,1,1)",11.88,9.0,5.416666666666666,Unknown,Concrete,CL_Minus,3,4,0,0,2.302585092994046,2.474856313934499,3.0,3.4467375879228173,141.13440000000003,1676.6766720000003,81.0,106.92,27.354710904769266,35.64,27.0,2.237757093976396,-0.5057361471170125,4.880000000000001,27.354710904769266,423.4032000000001,3,1.8588987720656835,80,1
Br,"Cement concrete statistics Monolith-[CL-](M,1,1)",11.88,16.0,6.499999999999999,Unknown,Concrete,CL_Minus,3,4,0,0,2.833213344056216,2.474856313934499,4.0,3.4467375879228173,141.13440000000003,1676.6766720000003,256.0,190.08,33.65857452738785,35.64,48.0,2.237757093976396,0.6734353079731327,4.880000000000001,33.65857452738785,564.5376000000001,3,2.0149030205422647,80,1
Br,"Cement concrete statistics Monolith-[CL-](M,1,1)",11.83,28.0,7.583333333333332,Unknown,Concrete,CL_Minus,3,4,0,0,3.367295829986474,2.4706386779902956,5.291502622129181,3.4394767043839676,139.9489,1655.595487,784.0,331.24,39.83510966873999,35.49,84.0,2.2216330414730523,2.6948720881276675,4.83,39.83510966873999,740.5399713140946,3,2.1498223384416355,80,1
Br,"Cement concrete statistics Monolith-[CL-](M,1,1)",11.83,36.0,8.666666666666666,Unknown,Concrete,CL_Minus,3,4,0,0,3.6109179126442243,2.4706386779902956,6.0,3.4394767043839676,139.9489,1655.595487,1296.0,425.88,42.717158906581176,35.49,108.0,2.2216330414730523,4.042496608230691,4.83,42.717158906581176,839.6934000000001,3,2.268683541318364,80,1
Br,"Cement concrete statistics Monolith-[CL-](M,1,1)",11.66,64.0,9.75,Unknown,Concrete,CL_Minus,3,4,0,0,4.174387269895637,2.4561641809223462,8.0,3.4146742157927745,135.9556,1585.2422960000001,4096.0,746.24,48.673355566983126,34.980000000000004,192.0,2.166811262961683,8.759182428591272,4.66,48.673355566983126,1087.6448,3,2.3749057545736716,80,1
Br,"Cement concrete statistics Monolith-[CL+](M,1,1)",12.08,0.08,17.809755596684422,Unknown,Concrete,CL_Plus,3,4,0,1,0.07696104113612832,2.4915511925066687,0.282842712474619,3.4756294393965534,145.9264,1762.790912,0.0064,0.9664,0.9296893769244302,36.24,0.24,2.3022533039897715,-2.0083374870318833,5.08,0.9296893769244302,41.274218797656246,3,2.9343756499634766,80,1
Br,"Cement concrete statistics Monolith-[CL+](M,1,1)",11.91,1.0,28.96890054945714,Unknown,Concrete,CL_Plus,3,4,0,1,0.6931471805599453,2.477378383367209,1.0,3.4510867853474796,141.84810000000002,1689.410871,1.0,11.91,8.255382920468948,35.730000000000004,3.0,2.2474315254784023,-1.8533606672200356,4.91,8.255382920468948,141.84810000000002,3,3.4001601956191942,80,1
Br,"Cement concrete statistics Monolith-[CL+](M,1,1)",11.84,2.25,42.739457213710914,Unknown,Concrete,CL_Plus,3,4,0,1,1.1786549963416462,2.4714836294558595,1.5,3.4409301068170506,140.1856,1659.797504,5.0625,26.64,13.95527515668509,35.519999999999996,6.75,2.224857851973721,-1.6427943359539383,4.84,13.95527515668509,210.27839999999998,3,3.7782506057914444,80,1
Br,"Cement concrete statistics Monolith-[CL+](M,1,1)",11.67,4.0,54.209277841604155,Unknown,Concrete,CL_Plus,3,4,0,1,1.6094379124341003,2.4570214462984645,2.0,3.4161381705077445,136.1889,1589.324463,16.0,46.68,18.78214043810595,35.01,12.0,2.170036073462352,-1.348001472181402,4.67,18.78214043810595,272.3778,3,4.011131016000375,80,1
Br,"Cement concrete statistics Monolith-[CL+](M,1,1)",11.88,9.0,70.27370207836583,Unknown,Concrete,CL_Plus,3,4,0,1,2.302585092994046,2.474856313934499,3.0,3.4467375879228173,141.13440000000003,1676.6766720000003,81.0,106.92,27.354710904769266,35.64,27.0,2.237757093976396,-0.5057361471170125,4.880000000000001,27.354710904769266,423.4032000000001,3,4.2665274245784355,80,1
Br,"Cement concrete statistics Monolith-[CL+](M,1,1)",11.88,16.0,82.0529710276785,Unknown,Concrete,CL_Plus,3,4,0,1,2.833213344056216,2.474856313934499,4.0,3.4467375879228173,141.13440000000003,1676.6766720000003,256.0,190.08,33.65857452738785,35.64,48.0,2.237757093976396,0.6734353079731327,4.880000000000001,33.65857452738785,564.5376000000001,3,4.419478609383049,80,1
Br,"Cement concrete statistics Monolith-[CL+](M,1,1)",11.83,28.0,94.95390099183615,Unknown,Concrete,CL_Plus,3,4,0,1,3.367295829986474,2.4706386779902956,5.291502622129181,3.4394767043839676,139.9489,1655.595487,784.0,331.24,39.83510966873999,35.49,84.0,2.2216330414730523,2.6948720881276675,4.83,39.83510966873999,740.5399713140946,3,4.563867878134146,80,1
Br,"Cement concrete statistics Monolith-[CL+](M,1,1)",11.83,36.0,123.10517825728898,Unknown,Concrete,CL_Plus,3,4,0,1,3.6109179126442243,2.4706386779902956,6.0,3.4394767043839676,139.9489,1655.595487,1296.0,425.88,42.717158906581176,35.49,108.0,2.2216330414730523,4.042496608230691,4.83,42.717158906581176,839.6934000000001,3,4.821129417829069,80,1
Br,"Cement concrete statistics Monolith-[CL+](M,1,1)",11.66,64.0,131.8254867867225,Unknown,Concrete,CL_Plus,3,4,0,1,4.174387269895637,2.4561641809223462,8.0,3.4146742157927745,135.9556,1585.2422960000001,4096.0,746.24,48.673355566983126,34.980000000000004,192.0,2.166811262961683,8.759182428591272,4.66,48.673355566983126,1087.6448,3,4.889036137203037,80,1
Br,"Cement concrete statistics Monolith-[LPx](M,1,1)",12.08,0.08,1.0833333333333333,Unknown,Concrete,LPx,3,4,0,2,0.07696104113612832,2.4915511925066687,0.282842712474619,3.4756294393965534,145.9264,1762.790912,0.0064,0.9664,0.9296893769244302,36.24,0.24,2.3022533039897715,-2.0083374870318833,5.08,0.9296893769244302,41.274218797656246,3,0.7339691750802004,80,1
